TITLE="fun3d_case_title"
VARIABLES="Iteration" "R_1" "R_2" "R_3" "R_4" "R_5" "R_6" "C_L" "C_D" "C_M_x" "C_M_y" "C_M_z" "Wall Time" "C_x" "C_y" "C_z" "C_Lp" "C_Dp" "C_Lv" "C_Dv" "C_M_xp" "C_M_yp" "C_M_zp" "C_M_xv" "C_M_yv" "C_M_zv" "C_xp" "C_yp" "C_zp" "C_xv" "C_yv" "C_zv"
ZONE  I=100 F=POINT
1  0.8315242565E-02  0.1317571450E-01  0.7459914551E-21  0.3216367278E-02  0.3028137432E-01  0.8334301906E-01 -0.5019823423E+01  0.5871235539E-02  0.1254955818E+02  0.2982634697E+01  0.1467813118E-01  0.4929000000E+00  0.5871235539E-02  0.9354898547E-11 -0.5019823423E+01 -0.5020156909E+01  0.0000000000E+00  0.3334851372E-03  0.5871235539E-02  0.1255039273E+02  0.2997544718E+01  0.0000000000E+00 -0.8345475828E-03 -0.1491002008E-01  0.1467813118E-01  0.0000000000E+00  0.0000000000E+00 -0.5020156909E+01  0.5871235539E-02  0.9354898547E-11  0.3334851372E-03
2  0.5861556018E-02  0.9677160925E-02  0.1559585952E-04  0.2946766758E-02  0.1121943478E-01  0.7246325020E-01 -0.4772009498E+01  0.5493104794E-02  0.1193001833E+02 -0.3463018846E+01  0.1373278655E-01  0.6192000000E+00  0.5493104794E-02 -0.4048582722E-10 -0.4772009498E+01 -0.4772462146E+01  0.0000000000E+00  0.4526479511E-03  0.5493104794E-02  0.1193115120E+02 -0.3449116529E+01  0.0000000000E+00 -0.1132878605E-02 -0.1390231681E-01  0.1373278655E-01  0.0000000000E+00  0.0000000000E+00 -0.4772462146E+01  0.5493104794E-02 -0.4048582722E-10  0.4526479511E-03
3  0.3768327985E-02  0.6230481751E-02  0.2739124173E-04  0.3145183151E-02  0.4567904159E-02  0.6135554128E-01 -0.3596325189E+01  0.5271482309E-02  0.8990787130E+01 -0.8087673656E+01  0.1317866311E-01  0.7231000000E+00  0.5271482309E-02 -0.2821615946E-09 -0.3596325189E+01 -0.3596846647E+01  0.0000000000E+00  0.5214583630E-03  0.5271482309E-02  0.8992092276E+01 -0.8074452621E+01  0.0000000000E+00 -0.1305145917E-02 -0.1322103492E-01  0.1317866311E-01  0.0000000000E+00  0.0000000000E+00 -0.3596846647E+01  0.5271482309E-02 -0.2821615946E-09  0.5214583630E-03
4  0.2170973168E-02  0.4888924263E-02  0.3044043928E-04  0.2931963762E-02  0.3584346603E-02  0.4999830584E-01 -0.2613863202E+01  0.5111439817E-02  0.6534597434E+01 -0.1033926906E+02  0.1277849383E-01  0.8271000000E+00  0.5111439817E-02 -0.5444316680E-09 -0.2613863202E+01 -0.2614415586E+01  0.0000000000E+00  0.5523840282E-03  0.5111439817E-02  0.6535980048E+01 -0.1032655175E+02  0.0000000000E+00 -0.1382614256E-02 -0.1271730941E-01  0.1277849383E-01  0.0000000000E+00  0.0000000000E+00 -0.2614415586E+01  0.5111439817E-02 -0.5444316680E-09  0.5523840282E-03
5  0.1517733696E-02  0.3835334789E-02  0.2842286036E-04  0.2133191430E-02  0.3039410843E-02  0.3824274292E-01 -0.1853381310E+01  0.4986960421E-02  0.4633380016E+01 -0.1156903612E+02  0.1246725858E-01  0.9309000000E+00  0.4986960421E-02 -0.5652457850E-09 -0.1853381310E+01 -0.1853939273E+01  0.0000000000E+00  0.5579631505E-03  0.4986960421E-02  0.4634776686E+01 -0.1155669244E+02  0.0000000000E+00 -0.1396670424E-02 -0.1234367891E-01  0.1246725858E-01  0.0000000000E+00  0.0000000000E+00 -0.1853939273E+01  0.4986960421E-02 -0.5652457850E-09  0.5579631505E-03
6  0.1105271381E-02  0.2949937126E-02  0.2479214039E-04  0.1426345305E-02  0.2448158826E-02  0.2804292127E-01 -0.1366505398E+01  0.4890240789E-02  0.3416197293E+01 -0.1243791205E+02  0.1222544889E-01  0.1034900000E+01  0.4890240789E-02 -0.3923432055E-09 -0.1366505398E+01 -0.1367057225E+01  0.0000000000E+00  0.5518267377E-03  0.4890240789E-02  0.3417578705E+01 -0.1242584265E+02  0.0000000000E+00 -0.1381412485E-02 -0.1206939589E-01  0.1222544889E-01  0.0000000000E+00  0.0000000000E+00 -0.1367057225E+01  0.4890240789E-02 -0.3923432055E-09  0.5518267377E-03
7  0.7148612621E-03  0.2274595343E-02  0.2126686409E-04  0.1013135437E-02  0.1868820640E-02  0.2014214094E-01 -0.1111929826E+01  0.4816700118E-02  0.2779766806E+01 -0.1317763258E+02  0.1204160130E-01  0.1112400000E+01  0.4816700118E-02 -0.1801596289E-09 -0.1111929826E+01 -0.1112474287E+01  0.0000000000E+00  0.5444608889E-03  0.4816700118E-02  0.2781129869E+01 -0.1316576444E+02  0.0000000000E+00 -0.1363062290E-02 -0.1186814408E-01  0.1204160130E-01  0.0000000000E+00  0.0000000000E+00 -0.1112474287E+01  0.4816700118E-02 -0.1801596289E-09  0.5444608889E-03
8  0.4583719873E-03  0.1762863006E-02  0.1832570276E-04  0.8271761460E-03  0.1423918170E-02  0.1458002786E-01 -0.9467571390E+00  0.4763176990E-02  0.2366840252E+01 -0.1395037036E+02  0.1190780195E-01  0.1216300000E+01  0.4763176990E-02  0.8174386138E-11 -0.9467571390E+00 -0.9472977222E+00  0.0000000000E+00  0.5405832489E-03  0.4763176990E-02  0.2368193672E+01 -0.1393864730E+02  0.0000000000E+00 -0.1353420399E-02 -0.1172305465E-01  0.1190780195E-01  0.0000000000E+00  0.0000000000E+00 -0.9472977222E+00  0.4763176990E-02  0.8174386138E-11  0.5405832489E-03
9  0.3342707165E-03  0.1372190893E-02  0.1591209937E-04  0.5571855522E-03  0.1124264840E-02  0.9886750359E-02 -0.8959869750E+00  0.4721347247E-02  0.2239916832E+01 -0.1442256600E+02  0.1180323445E-01  0.1293800000E+01  0.4721347247E-02  0.1541520523E-09 -0.8959869750E+00 -0.8965256873E+00  0.0000000000E+00  0.5387123787E-03  0.4721347247E-02  0.2241265617E+01 -0.1441096131E+02  0.0000000000E+00 -0.1348785260E-02 -0.1160469476E-01  0.1180323445E-01  0.0000000000E+00  0.0000000000E+00 -0.8965256873E+00  0.4721347247E-02  0.1541520523E-09  0.5387123787E-03
10  0.2430841511E-03  0.1067303419E-02  0.1385985278E-04  0.3965618358E-03  0.8573944033E-03  0.5792622282E-02 -0.7981771436E+00  0.4692291959E-02  0.1995392946E+01 -0.1492957481E+02  0.1173060021E-01  0.1397600000E+01  0.4692291959E-02  0.2703219114E-09 -0.7981771436E+00 -0.7987159892E+00  0.0000000000E+00  0.5388455933E-03  0.4692291959E-02  0.1996742101E+01 -0.1491805447E+02  0.0000000000E+00 -0.1349154360E-02 -0.1152034214E-01  0.1173060021E-01  0.0000000000E+00  0.0000000000E+00 -0.7987159892E+00  0.4692291959E-02  0.2703219114E-09  0.5388455933E-03
