TITLE="fun3d_case_title"
VARIABLES="Iteration" "R_1" "R_2" "R_3" "R_4" "R_5" "R_6" "C_L" "C_D" "C_M_x" "C_M_y" "C_M_z" "Wall Time" "C_x" "C_y" "C_z" "C_Lp" "C_Dp" "C_Lv" "C_Dv" "C_M_xp" "C_M_yp" "C_M_zp" "C_M_xv" "C_M_yv" "C_M_zv" "C_xp" "C_yp" "C_zp" "C_xv" "C_yv" "C_zv"
ZONE  I=100 F=POINT
1  0.2160287136E-01  0.2804960676E-01  0.2161206946E-02  0.5316877842E-02  0.5302634913E-01  0.9016164008E-01 -0.4827434009E+01  0.4293403734E-02 -0.2089877833E+00 -0.3517477948E+00 -0.3178133903E-04  0.3307000000E+00  0.4293403734E-02  0.7565652589E-05 -0.4827434009E+01 -0.4827641981E+01  0.0000000000E+00  0.2079721914E-03  0.4293403734E-02 -0.2089818907E+00 -0.3515600439E+00  0.0000000000E+00 -0.5892624871E-05 -0.1877509515E-03 -0.3178133903E-04  0.0000000000E+00  0.0000000000E+00 -0.4827641981E+01  0.4293403734E-02  0.7565652589E-05  0.2079721914E-03
2  0.1278983779E-01  0.1580664781E-01  0.2338219354E-02  0.4999789715E-02  0.1764388931E-01  0.6778489511E-01 -0.3117099296E+01  0.4054096892E-02  0.5677131271E-01 -0.1152190352E+02 -0.7551647096E-04  0.3897000000E+00  0.4054096892E-02 -0.1028679215E-05 -0.3117099296E+01 -0.3117374601E+01  0.0000000000E+00  0.2753054023E-03  0.4054096892E-02  0.5677428520E-01 -0.1152177842E+02  0.0000000000E+00 -0.2972484444E-05 -0.1251003658E-03 -0.7551647096E-04  0.0000000000E+00  0.0000000000E+00 -0.3117374601E+01  0.4054096892E-02 -0.1028679215E-05  0.2753054023E-03
3  0.6914284312E-02  0.1076187291E-01  0.1725660944E-02  0.5346088137E-02  0.1221734444E-01  0.4801844404E-01 -0.1521018483E+01  0.3934396902E-02  0.3439062829E+00 -0.1870135245E+02 -0.1379405889E-03  0.4480000000E+00  0.3934396902E-02 -0.1295762367E-04 -0.1521018483E+01 -0.1521321452E+01  0.0000000000E+00  0.3029684745E-03  0.3934396902E-02  0.3439038929E+00 -0.1870132759E+02  0.0000000000E+00  0.2390096917E-05 -0.2486178071E-04 -0.1379405889E-03  0.0000000000E+00  0.0000000000E+00 -0.1521321452E+01  0.3934396902E-02 -0.1295762367E-04  0.3029684745E-03
4  0.3305028664E-02  0.7851021626E-02  0.1665814219E-02  0.5098558704E-02  0.8865766431E-02  0.3169478974E-01 -0.2332883519E+00  0.3855754989E-02  0.4894859560E+00 -0.2204641795E+02 -0.1877312930E-03  0.5063000000E+00  0.3855754989E-02 -0.2401886985E-04 -0.2332883519E+00 -0.2335978739E+00  0.0000000000E+00  0.3095219748E-03  0.3855754989E-02  0.4894852397E+00 -0.2204647933E+02  0.0000000000E+00  0.7163029224E-06  0.6138386506E-04 -0.1877312930E-03  0.0000000000E+00  0.0000000000E+00 -0.2335978739E+00  0.3855754989E-02 -0.2401886985E-04  0.3095219748E-03
5  0.1777186633E-02  0.5330471941E-02  0.1198645425E-02  0.3658683412E-02  0.5447574372E-02  0.2044770016E-01  0.6787566881E+00  0.3799809503E-02  0.4689263990E+00 -0.2339668361E+02 -0.2240155056E-03  0.5552000000E+00  0.3799809503E-02 -0.3236475527E-04  0.6787566881E+00  0.6784511577E+00  0.0000000000E+00  0.3055304299E-03  0.3799809503E-02  0.4689278261E+00 -0.2339680220E+02  0.0000000000E+00 -0.1427117807E-05  0.1185911239E-03 -0.2240155056E-03  0.0000000000E+00  0.0000000000E+00  0.6784511577E+00  0.3799809503E-02 -0.3236475527E-04  0.3055304299E-03
6  0.1173982114E-02  0.3578079299E-02  0.8837330707E-03  0.2166808984E-02  0.3275719650E-02  0.1202948587E-01  0.1221582630E+01  0.3759192128E-02  0.3935779956E+00 -0.2396121387E+02 -0.2467262217E-03  0.6135000000E+00  0.3759192128E-02 -0.3796225503E-04  0.1221582630E+01  0.1221284590E+01  0.0000000000E+00  0.2980401911E-03  0.3759192128E-02  0.3935800415E+00 -0.2396136505E+02  0.0000000000E+00 -0.2045835920E-05  0.1511791756E-03 -0.2467262217E-03  0.0000000000E+00  0.0000000000E+00  0.1221284590E+01  0.3759192128E-02 -0.3796225503E-04  0.2980401911E-03
7  0.7238521666E-03  0.2443814694E-02  0.6524611746E-03  0.1378264777E-02  0.2004962733E-02  0.6256269839E-02  0.1552736738E+01  0.3733023319E-02  0.3183592500E+00 -0.2445169361E+02 -0.2616441282E-03  0.6611000000E+00  0.3733023319E-02 -0.4181498063E-04  0.1552736738E+01  0.1552443943E+01  0.0000000000E+00  0.2927956906E-03  0.3733023319E-02  0.3183605884E+00 -0.2445185906E+02  0.0000000000E+00 -0.1338463445E-05  0.1654414414E-03 -0.2616441282E-03  0.0000000000E+00  0.0000000000E+00  0.1552443943E+01  0.3733023319E-02 -0.4181498063E-04  0.2927956906E-03
8  0.4169149686E-03  0.1693149615E-02  0.4391875354E-03  0.9588200921E-03  0.1344975338E-02  0.3328898097E-02  0.1674978471E+01  0.3715354965E-02  0.2836143015E+00 -0.2474864399E+02 -0.2710014862E-03  0.7195000000E+00  0.3715354965E-02 -0.4410381730E-04  0.1674978471E+01  0.1674688954E+01  0.0000000000E+00  0.2895173978E-03  0.3715354965E-02  0.2836140684E+00 -0.2474881697E+02  0.0000000000E+00  0.2331349963E-06  0.1729807338E-03 -0.2710014862E-03  0.0000000000E+00  0.0000000000E+00  0.1674688954E+01  0.3715354965E-02 -0.4410381730E-04  0.2895173978E-03
9  0.2682324987E-03  0.1171248171E-02  0.2855883065E-03  0.8730280909E-03  0.9451845853E-03  0.1631575615E-02  0.1698196785E+01  0.3703070732E-02  0.2844032576E+00 -0.2491073164E+02 -0.2767995258E-03  0.7672000000E+00  0.3703070732E-02 -0.4525735553E-04  0.1698196785E+01  0.1697908832E+01  0.0000000000E+00  0.2879520556E-03  0.3703070732E-02  0.2844014556E+00 -0.2491091005E+02  0.0000000000E+00  0.1802013618E-05  0.1784104971E-03 -0.2767995258E-03  0.0000000000E+00  0.0000000000E+00  0.1697908832E+01  0.3703070732E-02 -0.4525735553E-04  0.2879520556E-03
10  0.2244828601E-03  0.8115281555E-03  0.1858607365E-03  0.8488524912E-03  0.7324156723E-03  0.6994456332E-03  0.1815346350E+01  0.3698118558E-02  0.3019615700E+00 -0.2532454959E+02 -0.2803221267E-03  0.8242000000E+00  0.3698118558E-02 -0.4563727944E-04  0.1815346350E+01  0.1815057696E+01  0.0000000000E+00  0.2886541429E-03  0.3698118558E-02  0.3019586793E+00 -0.2532472832E+02  0.0000000000E+00  0.2890678607E-05  0.1787259047E-03 -0.2803221267E-03  0.0000000000E+00  0.0000000000E+00  0.1815057696E+01  0.3698118558E-02 -0.4563727944E-04  0.2886541429E-03
