TITLE="fun3d_case_title"
VARIABLES="Iteration" "R_1" "R_2" "R_3" "R_4" "R_5" "C_L" "C_D" "C_M_x" "C_M_y" "C_M_z" "Wall Time" "C_x" "C_y" "C_z" "C_Lp" "C_Dp" "C_Lv" "C_Dv" "C_M_xp" "C_M_yp" "C_M_zp" "C_M_xv" "C_M_yv" "C_M_zv" "C_xp" "C_yp" "C_zp" "C_xv" "C_yv" "C_zv"
ZONE  I=100 F=POINT
1  0.8315242565E-02  0.1317505391E-01  0.6258001122E-21  0.3216394228E-02  0.1554628313E-01 -0.4922744920E+01  0.5810389744E-02  0.1230686186E+02  0.1119559376E+01  0.1452602023E-01  0.3086000000E+00  0.5810389744E-02  0.2249232374E-11 -0.4922744920E+01 -0.4922997905E+01  0.0000000000E+00  0.2529846905E-03  0.5810389744E-02  0.1230749516E+02  0.1134297961E+01  0.0000000000E+00 -0.6332975858E-03 -0.1473858416E-01  0.1452602023E-01  0.0000000000E+00  0.0000000000E+00 -0.4922997905E+01  0.5810389744E-02  0.2249232374E-11  0.2529846905E-03
2  0.4550589224E-02  0.8491546332E-02  0.1570171963E-04  0.3283035180E-02  0.6718495827E-02 -0.2745931332E+01  0.5561851202E-02  0.6864828704E+01 -0.8535688137E+01  0.1390469141E-01  0.3736000000E+00  0.5561851202E-02  0.1551986545E-10 -0.2745931332E+01 -0.2746300252E+01  0.0000000000E+00  0.3689208464E-03  0.5561851202E-02  0.6865752276E+01 -0.8521672526E+01  0.0000000000E+00 -0.9235720064E-03 -0.1401561116E-01  0.1390469141E-01  0.0000000000E+00  0.0000000000E+00 -0.2746300252E+01  0.5561851202E-02  0.1551986545E-10  0.3689208464E-03
3  0.2742927237E-02  0.6080314233E-02  0.2618482778E-04  0.3135021840E-02  0.4352202169E-02 -0.9179150399E+00  0.5374320306E-02  0.2294788925E+01 -0.1374665055E+02  0.1343582339E-01  0.4376000000E+00  0.5374320306E-02  0.2988102775E-10 -0.9179150399E+00 -0.9183276963E+00  0.0000000000E+00  0.4126563893E-03  0.5374320306E-02  0.2295822089E+01 -0.1373327645E+02  0.0000000000E+00 -0.1033164081E-02 -0.1337409655E-01  0.1343582339E-01  0.0000000000E+00  0.0000000000E+00 -0.9183276963E+00  0.5374320306E-02  0.2988102775E-10  0.4126563893E-03
4  0.1774828152E-02  0.4632856659E-02  0.2816843004E-04  0.2453916854E-02  0.3354031437E-02  0.2404405349E+00  0.5226771366E-02 -0.6010992829E+00 -0.1615892227E+02  0.1306690752E-01  0.5015000000E+00  0.5226771366E-02  0.4136898699E-10  0.2404405349E+00  0.2400221242E+00  0.0000000000E+00  0.4184107359E-03  0.5226771366E-02 -0.6000515763E+00 -0.1614605724E+02  0.0000000000E+00 -0.1047706539E-02 -0.1286502256E-01  0.1306690752E-01  0.0000000000E+00  0.0000000000E+00  0.2400221242E+00  0.5226771366E-02  0.4136898699E-10  0.4184107359E-03
5  0.1222880193E-02  0.3614137335E-02  0.2608578146E-04  0.1733685327E-02  0.2661577465E-02  0.8511613407E+00  0.5108768780E-02 -0.2127900836E+01 -0.1723558843E+02  0.1277187646E-01  0.5655000000E+00  0.5108768780E-02  0.4987296083E-10  0.8511613407E+00  0.8507516032E+00  0.0000000000E+00  0.4097375476E-03  0.5108768780E-02 -0.2126874705E+01 -0.1722310496E+02  0.0000000000E+00 -0.1026130627E-02 -0.1248346905E-01  0.1277187646E-01  0.0000000000E+00  0.0000000000E+00  0.8507516032E+00  0.5108768780E-02  0.4987296083E-10  0.4097375476E-03
6  0.8259741484E-03  0.2815375306E-02  0.2295591717E-04  0.1229103053E-02  0.2131880790E-02  0.1116768523E+01  0.5014829749E-02 -0.2791918539E+01 -0.1782651882E+02  0.1253702253E-01  0.6294000000E+00  0.5014829749E-02  0.5632969687E-10  0.1116768523E+01  0.1116368342E+01  0.0000000000E+00  0.4001812759E-03  0.5014829749E-02 -0.2790916218E+01 -0.1781431658E+02  0.0000000000E+00 -0.1002321381E-02 -0.1220223957E-01  0.1253702253E-01  0.0000000000E+00  0.0000000000E+00  0.1116368342E+01  0.5014829749E-02  0.5632969687E-10  0.4001812759E-03
7  0.5456549806E-03  0.2182278476E-02  0.2003398697E-04  0.8908009455E-03  0.1695729269E-02  0.1215911907E+01  0.4941824686E-02 -0.3039776873E+01 -0.1829756674E+02  0.1235451507E-01  0.6668000000E+00  0.4941824686E-02  0.6191229461E-10  0.1215911907E+01  0.1215517044E+01  0.0000000000E+00  0.3948634927E-03  0.4941824686E-02 -0.3038787781E+01 -0.1828557187E+02  0.0000000000E+00 -0.9890915661E-03 -0.1199487010E-01  0.1235451507E-01  0.0000000000E+00  0.0000000000E+00  0.1215517044E+01  0.4941824686E-02  0.6191229461E-10  0.3948634927E-03
8  0.3852520155E-03  0.1695815588E-02  0.1738753261E-04  0.6397651372E-03  0.1341767481E-02  0.1274666564E+01  0.4886896298E-02 -0.3186663441E+01 -0.1877645115E+02  0.1221720339E-01  0.7313000000E+00  0.4886896298E-02  0.6732211627E-10  0.1274666564E+01  0.1274273107E+01  0.0000000000E+00  0.3934568981E-03  0.4886896298E-02 -0.3185677814E+01 -0.1876461006E+02  0.0000000000E+00 -0.9856272510E-03 -0.1184108868E-01  0.1221720339E-01  0.0000000000E+00  0.0000000000E+00  0.1274273107E+01  0.4886896298E-02  0.6732211627E-10  0.3934568981E-03
9  0.2912984161E-03  0.1326755999E-02  0.1483343149E-04  0.4599680273E-03  0.1062981010E-02  0.1330693585E+01  0.4845992809E-02 -0.3326730945E+01 -0.1920572594E+02  0.1211495318E-01  0.7689000000E+00  0.4845992809E-02  0.7302069282E-10  0.1330693585E+01  0.1330299640E+01  0.0000000000E+00  0.3939454770E-03  0.4845992809E-02 -0.3325744053E+01 -0.1919400116E+02  0.0000000000E+00 -0.9868913911E-03 -0.1172478115E-01  0.1211495318E-01  0.0000000000E+00  0.0000000000E+00  0.1330299640E+01  0.4845992809E-02  0.7302069282E-10  0.3939454770E-03
10  0.2187935843E-03  0.1043739229E-02  0.1283912593E-04  0.3448819123E-03  0.8383582879E-03  0.1391225973E+01  0.4815468118E-02 -0.3478061876E+01 -0.1955566144E+02  0.1203864792E-01  0.8329000000E+00  0.4815468118E-02  0.7893396841E-10  0.1391225973E+01  0.1390831420E+01  0.0000000000E+00  0.3945523088E-03  0.4815468118E-02 -0.3477073432E+01 -0.1954402611E+02  0.0000000000E+00 -0.9884439572E-03 -0.1163533270E-01  0.1203864792E-01  0.0000000000E+00  0.0000000000E+00  0.1390831420E+01  0.4815468118E-02  0.7893396841E-10  0.3945523088E-03
